client_id,profil,montant_total,nb_transactions,montant_moyen,recommendation_1,recommendation_2,recommendation_3,recommendation_alert,recommandation_type
73cd99be-b66b-4e41-b9fc-21eab09d84eb,VIP (Clients Premium),50.7,1,50.7,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
cb7fc87e-a0e1-4b85-a910-213ee8e03e13,VIP (Clients Premium),50.7,1,50.7,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
87649d5f-a923-4bd3-858b-fe62eaf10d30,VIP (Clients Premium),50.55,11,4.6,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
8ab370b5-6b48-4435-af88-434534ee4261,VIP (Clients Premium),50.5,2,25.25,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
98478ff4-1640-4a12-80da-57c5d089abbe,VIP (Clients Premium),50.5,2,25.25,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
11ea679f-18d9-4770-98dc-dbce664c10f0,VIP (Clients Premium),50.44,2,25.22,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
b19871c3-4ccd-41d2-9d48-451ac9e94617,VIP (Clients Premium),50.44,2,25.22,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
d47d43e9-bdf5-4067-a940-933837f160c8,VIP (Clients Premium),50.35,2,25.18,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
b565cb01-a02f-4fe2-8f67-67f73257144e,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
ba67bbcc-0542-44e2-90ef-78e56ccb53e1,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
29b8bc86-aa33-442d-9a38-d2aa3dd07d6e,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
c184ed3d-2b68-4a1b-9fa7-49ef15c8600b,VIP (Clients Premium),50.0,5,10.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
05ee3426-1c8d-40c6-93c7-d974d6b58190,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
8cf7403b-3f63-41e8-9dea-4081d841e9a7,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
9fb16b61-342a-4cd8-a7ff-5ebca6e7e77e,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
fc89be72-7616-494e-a1b0-f71f8935ff82,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
13c53a8d-e631-487b-a2f7-21e6f4ec6993,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
9f8867ca-c34a-457a-9f87-2cb98a5ee0ba,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
8683f3d3-99f9-4e0a-ac47-940086685fbf,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
f2246e8d-0e24-49df-9afd-dee357cf69d2,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
bd95491a-22a4-45fa-9aa5-ddd32b0dc9dc,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
d54a12a6-04a5-435a-9447-6fe4bd338a64,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
591e3416-ba93-4e27-940d-c9ddaa68ada6,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
ddbb64b5-9851-40fb-be69-6abdc0f27671,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
0ec8cd87-62e5-4b08-8965-f54e01895256,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
dd3b0983-94b4-4807-8ee2-0e370f9c1702,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
3b84fa3d-187b-4f82-a273-5ed96cccb8ef,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
ad272017-3236-4a53-827d-a16839ccf9e8,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
955dbccc-ec4d-4af9-8487-eb80c78c3dae,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
dc5ce3d6-7ecb-4c11-a600-4d907dc7e336,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
1f8c883a-0c79-48f1-af21-4deda350e4c6,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
7cd4a987-0673-44b8-b00b-f09d4b4ccada,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
b366aaff-0f65-4e69-b415-56f61f33697f,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
377c2214-2c7a-42da-b872-f43d2c5a4d5f,VIP (Clients Premium),50.0,5,10.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
3cf1f773-e8a8-4958-85ad-672575fe38a5,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
74b39fb5-e2ec-409f-a252-6993eb9d593b,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
0c528339-cc39-42b8-b65c-ce011a99087b,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
57050158-4575-4ed9-a152-5cc195ae2cd2,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
e577345c-2125-48d1-a662-190d9101eac2,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
7db1a8e3-68e8-483b-b5d7-6a737a4f1928,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
a3367f40-baa0-414f-ab09-6b9a988e56ab,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
986e9e98-3485-4553-a477-f3a3130e7b31,VIP (Clients Premium),50.0,5,10.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
aae8b24a-ce17-4682-a742-4f02798dceed,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
c9413bb7-9d1e-42ab-926e-05dbe4abfefb,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
18198b1b-91c6-43c1-8897-7e52a356d506,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
6102fe21-bff5-4f19-8215-997a505fa0b0,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
e4276d69-45d3-4f78-b11a-541e2dbbea37,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
4582cd88-f60b-4ae5-a7b8-1a05f645a74b,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
7269853d-ccd1-4b83-b7b9-6328f0e8cbf5,VIP (Clients Premium),50.0,1,50.0,Programme fidelite VIP - Cashback majore,Offres exclusives partenaires premium,Conseiller dedie 24/7,Maintenez votre statut VIP avec plus de 5000 TND/mois,premium
489fbbd7-9fec-4b8b-83a8-9a60c40fa237,Gros depensier occasionnel,49.9,1,49.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 50 TND),engagement
05331091-6562-480a-84d8-774601828259,Gros depensier occasionnel,49.81,1,49.81,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 50 TND),engagement
7cfa4ef1-3083-496e-8b89-ef8a03d18f8a,Gros depensier occasionnel,49.4,1,49.4,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 49 TND),engagement
b148154b-24ec-4902-a937-3d31ea0fc70b,Gros depensier regulier (Premium),49.4,2,24.7,Cashback sur categories favorites,Offres personnalisees,Analyse mensuelle detaillee,Objectif VIP: +20% de transactions,premium
3f22626a-b1f0-4447-973c-96fe945289c9,Client regulier modere (Actif),49.36,4,12.34,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
c1b9a608-42a3-4485-a7a7-e9fcf127ac6f,Client regulier modere (Actif),49.3,4,12.32,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
9261936f-438b-4616-afcb-6a414e271131,Gros depensier regulier (Premium),49.3,2,24.65,Cashback sur categories favorites,Offres personnalisees,Analyse mensuelle detaillee,Objectif VIP: +20% de transactions,premium
a1ba95c8-5ba7-494b-a4cd-7e0813dfd529,Gros depensier occasionnel,49.1,1,49.1,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 49 TND),engagement
5c23101f-c755-499e-a1f2-33813bcc9d6f,Gros depensier occasionnel,47.9,1,47.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 48 TND),engagement
d30eba7a-6b11-4410-956c-9e617c9bab85,Gros depensier regulier (Premium),47.85,2,23.92,Cashback sur categories favorites,Offres personnalisees,Analyse mensuelle detaillee,Objectif VIP: +20% de transactions,premium
eb9dedd9-def9-4e80-be8f-57cf2b09990c,Client regulier modere (Actif),47.38,4,11.85,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
27349bbc-dbdb-408c-bdb2-09439a74a611,Gros depensier occasionnel,47.24,1,47.24,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 47 TND),engagement
c592f881-2da0-45c7-ba84-a8a57456cafd,Client regulier modere (Actif),47.16,4,11.79,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
06f7800f-4ff6-46ec-8da2-9d0a120cbd6b,Gros depensier occasionnel,46.9,1,46.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 47 TND),engagement
9ac6eb8f-a5e8-48bb-b473-9abe3c91e087,Client regulier modere (Actif),46.63,2,23.32,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
ab8806b6-8533-4fc5-8f55-3ce809d7efab,Client regulier modere (Actif),45.92,5,9.18,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
7fbd8a50-7c4f-4219-bd27-5e18233186ea,Gros depensier occasionnel,45.6,1,45.6,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 46 TND),engagement
88a67343-3599-46bb-85bb-b9f78e94820e,Gros depensier occasionnel,45.4,1,45.4,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 45 TND),engagement
a84f1497-cb5c-466e-9cc9-49dd15a063cb,Gros depensier occasionnel,45.4,1,45.4,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 45 TND),engagement
8198621b-a2af-4237-923a-fd31c21b4e01,Micro-transactionneur (Fidele),45.0,9,5.0,Fidelite petits achats quotidiens,Offres commerces de proximite,Visualisation depenses cumulees,9 transactions cumulees = 45 TND,fidelisation
9835de45-749e-42ee-88c2-793cb505cde6,Client regulier modere (Actif),45.0,3,15.0,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
37441e2f-a10f-45bb-a1aa-90c32bf29cc9,Gros depensier occasionnel,45.0,1,45.0,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 45 TND),engagement
bd5014a1-0d72-4a83-bd55-b2efdb113223,Gros depensier occasionnel,44.9,1,44.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 45 TND),engagement
f1f4dbae-5824-4213-b288-3d6de79e4e50,Gros depensier occasionnel,44.9,1,44.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 45 TND),engagement
116dc7d1-8aec-40fc-8506-ddef0995d9ce,Client regulier modere (Actif),44.6,4,11.15,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
3b5345f6-0bdf-40a1-8a06-8a24e817bf53,Gros depensier occasionnel,44.5,1,44.5,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 44 TND),engagement
41640b81-0435-48a2-8be4-c85db645dfc5,Gros depensier occasionnel,44.0,1,44.0,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 44 TND),engagement
cd02bcf9-4a3c-4892-980a-bdea289dc9fa,Client regulier modere (Actif),43.8,2,21.9,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
f42d71f1-8c9c-4687-b5bc-6c4114cc9635,Gros depensier occasionnel,43.1,1,43.1,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 43 TND),engagement
f2a359ea-a8ab-4fa1-9cba-b76f101695fa,Gros depensier occasionnel,43.0,1,43.0,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 43 TND),engagement
c0816251-d200-43a7-aae6-c90aaaa9f658,Gros depensier occasionnel,42.88,1,42.88,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 43 TND),engagement
8d630f52-95e6-4a40-97e5-619f3b65495a,Client regulier modere (Actif),42.85,2,21.42,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
5f9d5e60-5a9a-459a-a24f-7826649a3ec2,Client regulier modere (Actif),42.85,2,21.43,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
758dbc08-c6a4-4f6f-bdad-f89679d9dbd2,Client regulier modere (Actif),42.85,2,21.42,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
98d29be6-2994-4e51-a31e-18ad7aef61b5,Client regulier modere (Actif),42.7,5,8.54,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
25a5af6b-4c2b-4c6c-92f4-c785a3be21be,Gros depensier occasionnel,42.4,1,42.4,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 42 TND),engagement
1c5ba534-de69-4ae2-a9fa-ca449fe6e046,Gros depensier occasionnel,42.4,1,42.4,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 42 TND),engagement
c6c52c3d-ff80-4ac0-a067-3d3f28e31e47,Client regulier modere (Actif),41.93,3,13.98,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
ca68b379-c8d7-4483-b579-c50bdb7513eb,Gros depensier occasionnel,41.9,1,41.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 42 TND),engagement
6f103cff-32a2-467f-979a-bf3246d3da10,Gros depensier occasionnel,41.9,1,41.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 42 TND),engagement
8648f8d7-dd1d-4ab7-9b2e-a9f2fea48ad0,Gros depensier occasionnel,41.9,1,41.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 42 TND),engagement
365e4c08-9256-4925-9e19-f41f5945b96e,Gros depensier occasionnel,41.9,1,41.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 42 TND),engagement
07877cf2-6526-4a7c-abdb-664a1b311b50,Client regulier modere (Actif),41.85,2,20.93,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
a53a0511-c07f-4393-a5bd-52d63f907718,Gros depensier occasionnel,41.62,1,41.62,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 42 TND),engagement
9ec6fb90-4c49-4dc4-be7b-ef0bc3d0893b,Client regulier modere (Actif),41.32,6,6.89,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
d407a810-fc7f-4b19-af40-3bb529b9112d,Client regulier modere (Actif),41.0,5,8.2,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
183205b9-4bcc-4cc3-a58a-cef6153c8c09,Client regulier modere (Actif),41.0,4,10.25,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
9376f1aa-83b8-47b8-9a5d-eb29081d77a8,Gros depensier occasionnel,40.9,1,40.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 41 TND),engagement
540fc774-71f3-48a0-919d-8b6c8e922217,Client regulier modere (Actif),40.8,2,20.4,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
dee4150c-5a82-47f9-ad0f-6b4aa42be7e0,Client regulier modere (Actif),40.65,3,13.55,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
1092d234-2298-4e51-9e46-9a111ec571f4,Gros depensier occasionnel,40.63,1,40.63,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 41 TND),engagement
560a763b-60e6-423d-b088-ad788514dc1e,Client regulier modere (Actif),40.3,2,20.15,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
e3cc0d2b-c57f-496e-ac58-3c8290b76350,Micro-transactionneur (Fidele),40.0,8,5.0,Fidelite petits achats quotidiens,Offres commerces de proximite,Visualisation depenses cumulees,8 transactions cumulees = 40 TND,fidelisation
29a0b82d-219a-4f72-b659-d2e379dccbbd,Client regulier modere (Actif),40.0,2,20.0,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
037ef288-5a5b-4214-a329-8f5b242dad12,Gros depensier occasionnel,40.0,1,40.0,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 40 TND),engagement
56da203b-7a17-4456-9cdf-9a36be7014aa,Client regulier modere (Actif),40.0,4,10.0,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
4972f574-de1a-46be-a82a-a732825915df,Client regulier modere (Actif),40.0,4,10.0,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
50ca5a90-8260-437d-9c38-e43f780850cf,Client regulier modere (Actif),40.0,2,20.0,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
6bdc6739-44d3-4dba-97a9-4c8d0628fd87,Gros depensier occasionnel,40.0,1,40.0,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 40 TND),engagement
f2c726cf-d54e-46e7-b301-54d7b6545fdd,Gros depensier occasionnel,39.9,1,39.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 40 TND),engagement
f95ab381-6e8f-4f61-80bc-2883553be40b,Gros depensier occasionnel,39.9,1,39.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 40 TND),engagement
25540e43-c18c-4146-b4d0-d368755f1b9b,Client regulier modere (Actif),39.45,5,7.89,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
9740c686-9205-40c7-a29b-7d0e341892da,Gros depensier occasionnel,39.21,1,39.21,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 39 TND),engagement
74820b1a-585f-41d1-bd2b-418688f79f43,Gros depensier occasionnel,38.9,1,38.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 39 TND),engagement
647f37cc-b04a-4ed1-9881-681b745e5088,Gros depensier occasionnel,38.9,1,38.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 39 TND),engagement
0c7fa356-a820-4ee2-87ab-a1049732275a,Gros depensier occasionnel,38.9,1,38.9,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 39 TND),engagement
30049514-5c27-4fda-b1c3-63e8d2f17bca,Gros depensier occasionnel,38.4,1,38.4,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 38 TND),engagement
39f5840d-10da-409e-80f6-f0962ae18fe7,Gros depensier occasionnel,38.4,1,38.4,Alertes promotions gros achats,Offres de fidelisation,Planification d'achats,Economisez 15% en programmant vos achats (moyenne: 38 TND),engagement
e2eb7d5d-b854-4ffb-a8c8-e8ffe4dbbb18,Client regulier modere (Actif),38.0,3,12.67,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
7ec3a11d-50bc-4e51-a21c-b3d5fea46841,Client regulier modere (Actif),38.0,4,9.5,Parrainage - Gagnez 50 TND par filleul,Categories suggerees,Budget personnalise,Augmentez votre frequence pour acceder aux offres premium,fidelisation
